claim_id,claimant_name,claimant_email,claimant_phone,policy_id,policy_type,policy_start_date,loss_date,loss_description,report_date,claim_amount,policy_limit,claim_as_pct_of_limit,days_to_report,estimated_loss_value,num_previous_claims,repair_vendor,repair_estimate,supporting_docs_count,adjuster_notes,fraud_indicators,is_fraud,fraud_confidence_score
CLM-000711,Mark Hutchinson,gbutler@example.org,(814)996-1806x862,POL-142027,auto,2024-01-20,2026-01-13,Whom even economy thus effort affect early very service put performance bar whatever.,2026-01-16,14093.79,100000,14.09,3,13604.57,2,"Zimmerman, Butler and Miller",12789.25,7,Event sure window direction pretty than name name building often course light one source.,NONE,FALSE,0.0
CLM-000712,Christina Sheppard,crystalbishop@example.org,722-401-6318,POL-442220,auto,2024-03-12,2025-12-24,Accept check oil hair democratic up.,2025-12-31,5186.93,50000,10.37,7,5147.48,4,Cervantes Group,5487.41,5,Quickly fact above network bag machine contain business organization interview cost street consumer.,NONE,FALSE,0.0
CLM-000713,Ryan Sanchez,utucker@example.com,001-700-501-9176,POL-567096,umbrella,2023-06-04,2025-05-21,Voice sure morning either despite tell travel loss.,2025-05-23,1428.42,100000,1.43,2,1553.1,4,Gentry-Edwards,1454.6,6,Fight peace box with around resource need action lot mouth control almost effort another down yard rest act.,NONE,FALSE,0.0
CLM-000714,Christina Burton,whitejamie@example.org,(400)959-3241x8325,POL-567220,umbrella,2026-02-07,2026-06-06,Civil challenge than this because born job nor rise close.,2026-06-27,15000,50000,30.0,21,11283.14,5,"Lewis, Zamora and Snyder",16836.87,7,Big serious husband measure both item type some score.,inconsistent_narrative,TRUE,0.14
CLM-000715,Kyle White,cookwilliam@example.com,001-726-573-0220x99417,POL-863364,home,2023-05-22,2025-07-06,Executive purpose guess culture part exactly.,2025-07-13,9407.58,50000,18.82,7,10056.03,1,Brown LLC,10824.86,7,Language somebody able else floor natural include majority artist.,NONE,FALSE,0.0
CLM-000716,Jessica Bishop,grossangie@example.net,507.764.4058,POL-650818,home,2025-12-27,2026-04-03,Responsibility account marriage clear cold political word drug rise nature.,2026-04-04,3729.15,50000,7.46,1,4027.28,4,"Johnson, Bradford and Payne",4202.13,3,Candidate guess bed citizen step eight interview crime himself all though others hair.,NONE,FALSE,0.0
CLM-000717,Ernest Jones,rlittle@example.com,817-806-4857,POL-534649,auto,2023-05-29,2025-01-17,Piece become thus size effort argue scene page.,2025-01-18,8779.75,100000,8.78,1,8240.99,4,Walters-Daniels,9891.03,4,Vote my price build artist buy you we ever training.,NONE,FALSE,0.0
CLM-000718,Mr. John Butler Jr.,david96@example.net,6177092176,POL-375436,home,2024-03-18,2026-02-01,Use low way serve always this.,2026-02-14,15000.0,50000,30.0,13,8820.7,5,"Harris, Smith and Padilla",14058.8,5,Whatever figure measure class leave carry television rock arrive true player popular consumer environmental nor.,inflated_loss_value,TRUE,0.18
CLM-000719,Michael Porter,nbernard@example.net,535.870.2409,POL-776106,auto,2025-06-23,2025-08-21,Crime paper more she experience experience career lawyer one discussion reveal.,2025-08-25,4408.07,100000,4.41,4,3684.29,2,Flynn-Reed,4619.28,3,Owner network need product if smile choose eat wind term store tax time.,NONE,FALSE,0.0
CLM-000720,Amy Garcia,rlee@example.org,442-815-6345,POL-693047,home,2024-01-20,2026-07-27,Husband son month information thought crime least exist.,2026-08-01,15165.75,100000,15.17,5,13306.03,5,Cox-Lloyd,15815.03,8,Science this wall data that value base black fund threat enter.,NONE,FALSE,0.0
CLM-000721,Martin Jackson,welchamanda@example.com,(346)338-1512,POL-703207,auto,2024-03-22,2026-09-03,Event make particular top produce explain only there wrong community kid.,2026-09-10,3272.09,100000,3.27,7,2872.44,4,Morris Ltd,3002.32,5,Peace think hear population speech growth take article firm budget happy want away more task lose notice true today any.,NONE,FALSE,0.0
CLM-000722,Kristin Green,whitneyjohnson@example.net,424-664-3786,POL-271241,auto,2025-10-05,2026-08-10,Seat write player TV place actually inside sea.,2026-08-14,17688.03,50000,35.38,4,16066.9,5,Wilson-Johnson,20759.23,5,Phone drug knowledge finally bill speech sometimes somebody million make what pick history across back significant just glass across blue.,NONE,FALSE,0.0
CLM-000723,Nicholas Lee,qwilliams@example.org,(472)389-8683,POL-180558,umbrella,2024-05-24,2025-01-07,Art hospital bag section pay far head sure.,2025-01-08,6507.27,100000,6.51,1,6702.05,1,"Foster, James and Munoz",7349.36,7,Measure end allow article attack be study carry hot politics development major east such true attack woman.,NONE,FALSE,0.0
CLM-000724,Michael Cameron,stephen57@example.net,(937)598-2930x55779,POL-431570,umbrella,2023-07-11,2025-11-06,Kitchen administration find personal American only painting role movement first.,2025-11-13,4175.58,50000,8.35,7,3717.61,5,Roth-Hall,4632.35,5,Window game speak score themselves most should plan people white.,NONE,FALSE,0.0
CLM-000725,Luis Lewis,erica60@example.com,612-310-1842x62264,POL-250698,auto,2025-01-28,2025-07-17,Age size take generation fall maybe work paper doctor if drive church.,2025-07-18,11153.99,50000,22.31,1,10657.09,2,Davidson-Ruiz,12644.64,6,Shake war former statement reveal individual radio guy similar learn difference then edge speech sometimes good turn.,NONE,FALSE,0.0
CLM-000726,Christopher Rivera,robert90@example.org,+1-575-822-7929x49652,POL-328459,auto,2023-07-05,2024-12-31,Effort them wear nor apply art difference military especially join arrive energy.,2025-01-03,18497.24,50000,36.99,3,16024.79,1,Peterson Ltd,21059.7,7,Walk executive increase science like floor student myself attorney year.,NONE,FALSE,0.0
CLM-000727,Karen Thornton,eugene46@example.org,526-620-4085x2063,POL-987168,umbrella,2023-12-18,2026-01-15,Baby money marriage many large miss practice top you throw country.,2026-01-20,14103.4,100000,14.1,5,13614.49,0,Holt Inc,14458.86,3,Bill west at be this his yeah dark stock sound discuss mean health example.,NONE,FALSE,0.0
CLM-000728,Jason Brock,lbrown@example.net,4933137880,POL-602811,home,2024-10-16,2025-09-30,Oil upon magazine with use material.,2025-10-01,16558.05,100000,16.56,1,16679.18,1,Logan-Gibson,18960.82,7,Garden west help ground federal pay around economic while book former team economic group school book.,NONE,FALSE,0.0
CLM-000729,Marcus Andrews,jamie08@example.net,001-223-933-1351x4855,POL-844378,home,2026-05-02,2026-06-30,Century economy it song institution history.,2026-07-05,15508.2,50000,31.02,5,15870.13,0,Love-Flores,14991.89,8,Second father spring local church usually toward information experience worker same.,NONE,FALSE,0.0
CLM-000730,Michael Conley,lwright@example.net,506-995-7252x0235,POL-320034,auto,2024-11-24,2025-03-14,Shoulder claim national Mr most short owner be prove still operation.,2025-03-16,14072.9,50000,28.15,2,13051.79,0,Greer-Howard,12993.8,6,Himself rise person attack religious once finish staff prevent fall.,NONE,FALSE,0.0
CLM-000731,Frank Allen,johnsoncharles@example.com,(642)986-7855,POL-134385,umbrella,2023-10-08,2025-04-15,Skin maybe like maintain reach share.,2025-04-22,9193.7,50000,18.39,7,8991.01,3,Barry LLC,8602.33,5,Later analysis value quickly direction majority serve well tough sea traditional recently arm reality program left.,NONE,FALSE,0.0
CLM-000732,Mark Allen,pwilliams@example.org,(713)440-7992x16457,POL-891203,auto,2024-03-20,2026-06-29,Generation positive response represent project cut by no hundred reach maybe turn.,2026-06-30,2258.7,100000,2.26,1,1890.84,4,Frazier-Henderson,2172.01,4,Minute meet girl sea body foot structure quality ball instead nice old feeling amount dream various.,NONE,FALSE,0.0
CLM-000733,Mark Peterson,lee61@example.org,739.356.3224,POL-203919,umbrella,2022-12-12,2025-03-02,Chance house identify order bank certainly remember tough late school find style.,2025-03-14,6000,50000,12.0,12,4965.28,3,"Wiley, Riley and Tran",6688.46,5,Loss send medical paper impact cup occur upon around class phone employee daughter number store consumer seven sport rule.,short_policy_coverage,TRUE,0.12
CLM-000734,Aaron Martinez,lcampbell@example.net,001-201-776-3191x98637,POL-860583,auto,2022-11-11,2025-07-14,Difficult home information change cover including give like political good.,2025-07-16,18131.55,100000,18.13,2,15669.37,4,Brooks-Oliver,20948.99,6,Coach part finally assume son they study report describe season light adult sell final.,NONE,FALSE,0.0
CLM-000735,Elizabeth Neal,yclark@example.com,(235)561-1882,POL-806242,auto,2025-02-23,2025-09-26,About successful tax pull rest forget program including catch attack friend truth.,2025-09-29,14264.53,50000,28.53,3,14983.79,3,"Baxter, Mckinney and Davis",14652.92,7,Maybe bad machine owner special decide hospital his direction prepare voice field.,NONE,FALSE,0.0
CLM-000736,David Perry,bonnie45@example.org,537.990.2940,POL-429546,auto,2023-08-27,2025-01-15,Despite plan cup score produce choice economy gas suddenly large.,2025-01-17,8743.98,100000,8.74,2,7284.56,1,"Rivera, Hayes and Garcia",9170.2,5,Garden spend stock rule approach idea lawyer article smile call teach huge charge support performance somebody page matter civil rich what.,NONE,FALSE,0.0
CLM-000737,Caroline Smith,murphyjoshua@example.com,876.749.1361x657,POL-186243,home,2023-09-13,2025-03-01,Meet yet where reflect source hit style.,2025-03-07,6477.15,100000,6.48,6,5406.59,2,"Murphy, Adams and Hickman",6717.35,8,Threat whatever none no enjoy single couple system sport.,NONE,FALSE,0.0
CLM-000738,John Lamb,eboyer@example.net,388.765.5009,POL-336845,umbrella,2024-12-12,2026-03-04,Get hundred kitchen could watch nor prepare scientist shake where series series himself.,2026-03-07,14053.88,100000,14.05,3,12468.28,3,Bradshaw PLC,13444.44,3,Beautiful PM air him no force discover alone most movement yet just a cause.,NONE,FALSE,0.0
CLM-000739,Tammy Joseph,hardingeric@example.net,+1-666-676-3720x373,POL-485290,auto,2026-05-18,2026-06-30,Difference time gun low least beyond pick able if tax make expert.,2026-07-07,16246.29,100000,16.25,7,17864.7,3,Chapman Group,17897.38,6,Almost end stand cut during hotel rise accept watch yes establish international near mouth second drop produce sense.,NONE,FALSE,0.0
CLM-000740,Kimberly Brown,markpollard@example.org,001-226-262-5478,POL-225008,auto,2024-07-15,2025-09-22,Foreign appear add bed family business firm skin shoulder actually agent trouble public.,2025-09-26,10930.59,100000,10.93,4,10058.19,4,Hayes PLC,13043.16,8,Visit election kid serve discussion finally many during I occur star player allow page bit blue most watch.,NONE,FALSE,0.0
CLM-000741,Daniel Rodriguez,belldavid@example.net,+1-542-751-1190,POL-455081,auto,2023-09-12,2025-06-12,Feel security official coach officer as consider north perform scene operation rock direction.,2025-06-14,2229.5,100000,2.23,2,2348.13,3,Wright PLC,2088.66,6,Quickly would home involve year hold close road officer floor yet audience dark we finally positive nor.,NONE,FALSE,0.0
CLM-000742,Daniel Murray,elizabeth30@example.net,983-263-2939,POL-903180,umbrella,2024-08-01,2026-04-30,His high member there line give final bag.,2026-05-06,10483.09,100000,10.48,6,9244.95,5,Wilson-Walker,12401.15,5,Back like increase game stop image laugh author carry region.,NONE,FALSE,0.0
CLM-000743,Kristen Taylor,baxterbrian@example.org,275.874.0589x23036,POL-608069,umbrella,2025-07-29,2026-06-09,Major lot organization poor entire others production company food seek let.,2026-06-13,13666.86,100000,13.67,4,11537.73,3,Mclean LLC,12743.13,5,Success live else guy reason finally director ground concern kitchen feel southern question we million certainly task cause information.,NONE,FALSE,0.0
CLM-000744,Tracy Mann,stacy11@example.com,001-967-233-8515x7646,POL-241147,auto,2026-01-07,2026-05-18,Art including tend wrong across part dark same yeah teacher.,2026-05-22,10448.2,100000,10.45,4,10671.16,0,Green LLC,10964.76,3,Concern machine meeting into eat personal second tonight heavy read.,NONE,FALSE,0.0
CLM-000745,Laura Sanchez,devon57@example.org,615-457-8263x88032,POL-260155,home,2024-07-29,2026-05-26,Become body moment public significant resource read training help very when.,2026-05-28,8270.03,100000,8.27,2,8162.27,0,Olson-Cummings,9083.17,7,Well young plan agency range general year light serious sell reason including.,NONE,FALSE,0.0
CLM-000746,Chelsea Martinez DDS,jenniferbean@example.org,001-723-628-0625x39418,POL-407823,umbrella,2023-05-29,2024-11-18,Happy ask much clearly much morning two dream end about.,2024-11-25,10351.56,50000,20.7,7,9803.7,2,Reed and Sons,11000.93,7,Data trip measure issue course property that across worker.,NONE,FALSE,0.0
CLM-000747,Tiffany Ward,simmonslaura@example.net,001-862-713-2508x628,POL-917241,home,2023-04-16,2025-11-06,Factor person fear hit rate model their Mrs decision office.,2025-12-11,5000.0,100000,5.0,35,3079.51,5,Stephens-Thompson,5146.02,5,Social policy house usually professor hotel back dark administration never hold billion citizen hour throughout method add war red if.,short_policy_coverage|inconsistent_narrative,TRUE,0.26
CLM-000748,Rhonda Patton,fcampbell@example.net,363-843-0310,POL-696487,umbrella,2024-06-13,2025-11-27,Dog heart condition seem century ever student fill face able player.,2025-12-03,8392.53,100000,8.39,6,8375.94,5,Gilbert-House,8911.34,6,Charge time goal shake bit ability fine interview already room similar section science so consumer hope.,NONE,FALSE,0.0
CLM-000749,Alan Garcia,cheyenne53@example.net,+1-691-762-4410x6678,POL-158444,home,2023-11-19,2024-09-13,Them determine still training issue argue concern raise check deep modern crime.,2024-09-17,11682.85,50000,23.37,4,11080.1,3,Newton-Boone,12676.85,5,Leave song politics address less commercial middle agency during.,NONE,FALSE,0.0
CLM-000750,Margaret Curry DVM,qwallace@example.net,433-431-7147x95541,POL-129514,umbrella,2025-10-19,2026-01-03,Send often church star conference when too authority skill.,2026-01-10,19577.88,50000,39.16,7,16415.26,2,Williams PLC,19669.17,8,Catch suddenly their natural build spring indicate involve free animal foreign arm say would career.,NONE,FALSE,0.0
CLM-000751,Crystal Burke,briancardenas@example.net,001-625-602-7496x23838,POL-457833,home,2025-11-02,2026-03-11,Serve use win quickly discussion politics.,2026-03-16,1511.1,100000,1.51,5,1402.97,2,Scott-Carlson,1546.73,3,Entire successful no ground modern course world mission policy start explain in early campaign power middle speech four arm stop.,NONE,FALSE,0.0
CLM-000752,Kathleen Rodriguez,huffdavid@example.org,677.621.0907,POL-427260,umbrella,2026-04-01,2026-07-26,Like real nothing reality likely machine edge research ahead.,2026-08-01,5640.35,50000,11.28,6,6052.75,0,"Scott, Foster and Frazier",6546.65,3,Reach trip morning forget value senior long sit out if watch kind despite her around factor think like.,NONE,FALSE,0.0
CLM-000753,Brian Smith,nblack@example.net,+1-325-828-9404x3935,POL-139193,home,2022-12-21,2024-11-23,Carry part remember low kid car.,2024-11-26,4225.81,100000,4.23,3,4475.18,4,Barnes-Roberts,4455.81,6,Very describe scientist interview hundred model least change strong network eat each history environment particular these middle sense detail.,NONE,FALSE,0.0
CLM-000754,Vanessa Allen,derek60@example.net,+1-685-932-9873x4011,POL-627191,umbrella,2024-01-28,2025-02-08,Lay forget road cut thank last leg every open.,2025-02-26,15000.0,100000,15.0,18,11538.67,4,"Williams, Bird and Ellis",15135.0,7,Owner half social with from look late participant behind upon.,inconsistent_narrative,TRUE,0.14
CLM-000755,Danielle Cooper,rebekahmorales@example.net,001-810-680-4175,POL-925386,auto,2023-07-31,2026-01-06,All talk treatment source today me society lead.,2026-01-08,10442.08,100000,10.44,2,11017.44,1,Pham-Byrd,10298.05,3,Well office beyond floor leg discuss easy shake budget enough teacher keep new research last tree wait.,NONE,FALSE,0.0
CLM-000756,Melissa Dunn,trandouglas@example.net,627-389-8852,POL-336858,umbrella,2023-04-19,2025-06-17,These ago morning beyond receive quality night friend happy let dinner relationship everything.,2025-06-20,19928.33,50000,39.86,3,21669.71,5,Nolan-Harris,22982.47,3,Fly not wife against start itself performance eight natural two believe see able arrive safe already know improve chance.,NONE,FALSE,0.0
CLM-000757,Amber Henderson DVM,wallacevictoria@example.com,(696)482-2885,POL-940104,umbrella,2024-10-28,2026-03-28,Under sea else open magazine state out to hear someone politics.,2026-04-02,7399.92,50000,14.8,5,6868.1,2,"Castillo, Lee and Jenkins",8426.26,8,Station focus every run hand top left night without project risk western machine at art red could only receive great research.,NONE,FALSE,0.0
CLM-000758,Robert Stevens,james60@example.net,874-230-4025,POL-837496,umbrella,2022-04-20,2024-10-19,Family cut between radio suggest let.,2024-12-11,12000.0,50000,24.0,53,9146.88,5,Castillo Inc,11566.63,8,Book choose language year same light keep defense whatever act them seven condition recent church result true.,suspicious_repair_quotes,TRUE,0.11
CLM-000759,Joshua Garcia,imurray@example.org,602.854.3163x915,POL-985126,home,2024-10-31,2026-01-24,Though call industry step himself level through citizen president.,2026-02-11,16000,100000,16.0,18,11500.93,2,"Harris, Oliver and Myers",17442.85,7,Floor somebody go production continue travel down ahead perhaps wrong.,missing_documentation,TRUE,0.1
CLM-000760,Brittney Townsend,ochoajennifer@example.com,866.654.0532x421,POL-368903,umbrella,2023-05-18,2025-02-21,Friend red war may its available nearly activity.,2025-02-24,16650.5,100000,16.65,3,14499.9,1,"Preston, Allen and Rasmussen",15552.69,4,Well laugh cost difference simply kitchen newspaper very president.,NONE,FALSE,0.0
CLM-000761,Ronnie Anderson,stewartanthony@example.org,001-955-670-5295x0868,POL-586706,home,2023-10-23,2025-06-17,Begin significant gas purpose old surface recognize operation pretty.,2025-06-18,5666.15,100000,5.67,1,6217.96,3,Hoffman-Carlson,6199.2,3,East issue alone possible friend generation hand lot seven onto sense reason guy tend customer there.,NONE,FALSE,0.0
CLM-000762,Austin Krause,rlang@example.com,680-819-7621x34616,POL-370948,home,2023-04-07,2025-03-11,Floor voice source it friend character.,2025-03-13,4027.81,50000,8.06,2,3887.69,5,Anderson Ltd,4655.17,8,Total similar although put believe writer blue month board old kind past movement.,NONE,FALSE,0.0
CLM-000763,Lindsay Ponce,john48@example.net,001-212-768-1793x00805,POL-188006,home,2023-01-03,2024-10-10,Among building administration describe Republican agent yes need scientist reason throw fund.,2024-10-14,15862.44,50000,31.72,4,14107.96,0,"Walker, Krueger and Holmes",18561.79,6,Special option also continue black door attention in increase field against case player claim what fact involve.,NONE,FALSE,0.0
CLM-000764,David Wagner,janiceramsey@example.com,001-683-762-0749,POL-516174,umbrella,2023-02-22,2025-08-02,Avoid common above official a difference rich employee item individual rather many top.,2025-08-05,13761.77,100000,13.76,3,11589.72,0,Blake Group,14742.87,7,Make team mention benefit age woman perhaps support field until now send fact beyond establish.,NONE,FALSE,0.0
CLM-000765,Shawn Mccarthy,james22@example.org,4728487641,POL-912767,umbrella,2023-12-25,2024-10-07,Throughout prove notice spring usually guy edge.,2024-10-08,10917.19,100000,10.92,1,10359.71,0,"Sanders, Gordon and Smith",10605.21,3,Talk customer early this already despite even spring evidence cell police middle good nation member.,NONE,FALSE,0.0
CLM-000766,Logan Watson,gregorybeck@example.net,(527)662-2368x31275,POL-712710,umbrella,2024-09-10,2025-11-13,Mother party parent sell general fund wrong.,2025-11-20,16327.06,50000,32.65,7,17008.76,5,"Nicholson, Maxwell and Johnson",15850.01,6,Thus adult team market question ago candidate fast test adult see.,NONE,FALSE,0.0
CLM-000767,Debra Walker,elizabeth41@example.net,239-810-3231x8667,POL-387883,home,2024-10-13,2026-01-04,Policy where either lot play seem Republican best product article ability.,2026-01-06,3741.28,50000,7.48,2,3278.45,4,Hicks and Sons,3429.92,7,Suffer community adult be national light little per generation develop term section executive card deep difficult pattern.,NONE,FALSE,0.0
CLM-000768,Stephen Vasquez,dcarrillo@example.com,357-650-2188x521,POL-672255,home,2023-07-18,2024-12-15,Finally yet dinner her most old how she major strategy their computer.,2024-12-18,14292.74,50000,28.59,3,14361.65,2,Chang Ltd,16634.32,4,Left too personal this sign east professional social find sell argue himself reduce reveal.,NONE,FALSE,0.0
CLM-000769,Kelsey Allen,hernandezteresa@example.com,861-567-9467x7818,POL-423141,auto,2023-04-16,2025-03-06,Second bad different off peace fact PM within one region ask.,2025-03-09,10029.21,50000,20.06,3,10932.26,4,"Castro, Goodman and Thompson",9131.02,8,Forward piece beautiful exactly degree maintain institution husband cultural trip on third good she none performance management let beat long phone.,NONE,FALSE,0.0
CLM-000770,Brandy Williams,johnsonanthony@example.net,928-766-9062x515,POL-927119,umbrella,2024-03-30,2024-12-30,Future effect old senior amount record knowledge plan six yard add memory ability.,2025-01-05,16179.89,50000,32.36,6,14171.88,3,Welch-Gomez,16063.08,8,Too evening probably low pull political theory result operation hour glass process people staff cup and yes boy.,NONE,FALSE,0.0
CLM-000771,Patrick Brown,michellescott@example.org,936-775-7777x34265,POL-660894,auto,2022-06-14,2024-12-08,Deal attorney federal positive join begin.,2024-12-11,18159.98,100000,18.16,3,16938.19,0,Ruiz Group,21300.51,6,Picture rate consumer member western include wait yard others loss.,NONE,FALSE,0.0
CLM-000772,Stephen Krause,rwall@example.com,(817)512-4356,POL-893423,auto,2024-04-21,2025-03-21,Design give culture us suggest of.,2025-03-24,6716.87,100000,6.72,3,5797.44,1,"Thomas, Cox and Patel",7890.76,8,Majority floor action wide service second product compare read present father leave history water indeed question.,NONE,FALSE,0.0
CLM-000773,James Green,dianasantiago@example.org,596-227-5644,POL-526024,auto,2025-09-20,2026-07-27,Five picture student hotel yeah design admit present cut certain understand society approach.,2026-07-30,17709.88,100000,17.71,3,18771.29,3,"Jones, Green and Griffin",18441.78,6,Thank whole special suggest area feel travel blue daughter pressure share throughout crime usually role security year.,NONE,FALSE,0.0
CLM-000774,Holly Moore,kathylarson@example.net,001-286-977-7055x4899,POL-960085,auto,2023-07-24,2025-12-14,Worry really turn his she us for.,2025-12-21,7321.72,50000,14.64,7,6209.57,2,"Dunn, Dickson and Everett",7701.72,5,Anyone camera easy simply stay deep campaign meeting crime.,NONE,FALSE,0.0
CLM-000775,Christopher Wright,charles77@example.org,001-329-918-4251x956,POL-873624,home,2024-12-20,2026-04-28,Project trade from outside choice realize gun can national news property.,2026-05-02,12440.2,100000,12.44,4,12546.73,0,Lee-Bowers,13589.82,4,Should natural thank concern up something ground century take money marriage.,NONE,FALSE,0.0
CLM-000776,Heather Whitehead,kevans@example.com,247.346.4550x72831,POL-103225,home,2024-10-18,2025-06-09,We rise any national various lose idea financial very go agent quality myself.,2025-06-15,9424.69,100000,9.42,6,9316.2,2,"Smith, Moreno and Rodriguez",10110.27,3,Toward new quite inside organization sound employee matter bag deep most sign nature interview create himself plant home form.,NONE,FALSE,0.0
CLM-000777,Robert Ramos,mdickson@example.com,001-722-262-8191,POL-281905,umbrella,2024-10-26,2026-07-25,Despite face near police each would anyone white.,2026-08-05,25000.0,100000,25.0,11,14740.03,4,Burke Inc,23989.98,7,Traditional about list seem ago long training nor clearly away green onto late with important.,missing_documentation,TRUE,0.1
CLM-000778,Natalie Stewart,obrienchristopher@example.com,636.765.3978x8587,POL-975224,umbrella,2024-01-05,2024-09-20,Laugh each son partner education energy when reveal usually ask.,2024-09-23,4455.9,100000,4.46,3,3592.44,0,Sanchez-Cunningham,5244.3,8,Fund economy live everyone just citizen center medical middle know himself spring.,NONE,FALSE,0.0
CLM-000779,Angela Kelley,frivera@example.net,+1-783-322-9000x59054,POL-584887,auto,2025-06-12,2026-04-06,Discover focus hair allow role attack difference field continue impact teacher.,2026-04-11,12905.92,100000,12.91,5,13039.86,1,"Kane, Garcia and Taylor",11808.08,7,Doctor visit travel simple several from dark theory crime require partner line usually start provide after how specific mean room.,NONE,FALSE,0.0
CLM-000780,Aaron Henry,ugallagher@example.net,588.527.3763x0977,POL-485792,auto,2022-03-12,2024-12-05,Suffer in notice price yet me for friend action these area.,2024-12-09,12407.46,50000,24.81,4,12037.38,0,"Carter, Ferrell and Stanley",13841.45,6,Region over church particular win writer significant agree bank upon partner represent ready challenge green large citizen.,NONE,FALSE,0.0
CLM-000781,Gary Torres,rojasronald@example.org,677-753-9872,POL-997935,auto,2023-07-04,2025-04-08,Bed these skill suggest leave alone media may according forget firm customer nearly.,2025-05-28,14000,100000,14.0,50,10531.54,4,Diaz Ltd,15652.17,4,Full phone center miss that watch almost law recently agency bank couple animal paper large ask.,multiple_claims,TRUE,0.15
CLM-000782,James Allen,lharrington@example.com,953.379.8214x92413,POL-130170,home,2024-02-17,2024-12-11,Drop that international court along whatever head democratic impact end TV daughter.,2024-12-15,4427.03,100000,4.43,4,3854.37,3,Osborne-Hines,5189.36,5,Interest class movie international project animal human lose yet glass green.,NONE,FALSE,0.0
CLM-000783,Nicole Murphy,cochranlucas@example.net,001-377-225-0402x58988,POL-110821,home,2025-10-21,2026-04-05,Music floor foot language deep machine factor growth line chance money check wait administration.,2026-04-10,14001.07,50000,28.0,5,14861.2,5,Miller-Brown,14270.82,4,Same view field each image add provide into quite boy gas happen him join discuss expect relate.,NONE,FALSE,0.0
CLM-000784,Amanda Williams,matthew40@example.net,+1-292-827-0699,POL-726205,home,2025-04-14,2025-07-27,Parent film drop join give receive time station watch.,2025-08-02,8286.41,50000,16.57,6,6865.99,0,"Perez, Rios and Clark",7587.32,4,Idea maintain that fight foot member season machine model determine glass site significant.,NONE,FALSE,0.0
CLM-000785,Debbie Lucas,pmorales@example.net,+1-800-904-5398x048,POL-803375,umbrella,2024-05-12,2026-06-07,Close first feeling reach heavy school anything often war decision marriage add operation why.,2026-06-11,18256.3,100000,18.26,4,18703.08,0,Montes-Chung,16460.03,7,Bill throw discover phone family owner quickly near half big education end impact yet hard discuss choice glass instead.,NONE,FALSE,0.0
CLM-000786,Jonathan Foster,kristinraymond@example.net,(979)347-4508x098,POL-803869,home,2024-06-29,2024-12-11,Tough present become front many usually already everyone him want bar.,2024-12-16,8237.82,100000,8.24,5,8982.66,4,West-Mosley,7515.67,4,Already enter she have involve exist general process science century total increase other rock hard.,NONE,FALSE,0.0
CLM-000787,Laura Stephenson,sarahmeyers@example.net,5495876209,POL-455652,home,2024-05-30,2024-11-11,East hot foot close together stage prove able soon example put.,2024-11-14,4227.46,50000,8.45,3,3495.66,5,Kim-Kirk,4477.42,4,About color really couple course choice good history news century war rest story debate.,NONE,FALSE,0.0
CLM-000788,Michael Cooper,johnstonmichael@example.org,+1-452-275-0568x8084,POL-234082,home,2022-09-05,2025-03-15,Choose author hospital day allow professional prevent deep morning black situation.,2025-03-18,3220.0,50000,6.44,3,3516.28,2,Russell and Sons,3620.4,6,Easy choice important large trouble involve fact think from media meet buy play fall his wide policy.,NONE,FALSE,0.0
CLM-000789,Michael Cantrell,joseph93@example.org,667.257.2668,POL-969887,home,2024-01-28,2025-08-09,Discover power today position decide cost course however top represent.,2025-08-12,18153.06,50000,36.31,3,16227.08,1,Sawyer Group,18056.17,6,Others game few trip never move country big five win walk road mention black idea music activity.,NONE,FALSE,0.0
CLM-000790,Anthony Wilson,vincentcopeland@example.net,+1-753-911-5439x781,POL-789354,umbrella,2022-11-14,2025-03-10,Employee beautiful fish sound again help international matter suffer.,2025-03-17,19050.96,100000,19.05,7,17755.44,1,Baldwin LLC,17995.27,4,Face also center tree president special financial weight need painting.,NONE,FALSE,0.0
CLM-000791,Gabrielle Little,mistyenglish@example.net,635-206-2108,POL-840255,home,2023-09-04,2024-12-23,Follow lose party old type adult.,2024-12-25,1681.38,50000,3.36,2,1403.63,3,Fletcher PLC,1533.82,5,Also your local government test institution how usually anyone mouth.,NONE,FALSE,0.0
CLM-000792,James Conrad,danielwilliams@example.org,430.287.1439x0390,POL-217955,umbrella,2023-01-07,2025-07-12,Game so professor computer someone lot.,2025-07-18,11656.24,50000,23.31,6,9842.72,2,"Thompson, Pearson and Mitchell",10817.85,5,Message for president perhaps respond successful pattern as collection direction bring form company other.,NONE,FALSE,0.0
CLM-000793,Kenneth Lambert,tamaramurphy@example.org,549-338-4754,POL-962529,home,2024-09-06,2026-05-05,Mr skin guess environmental national arm sport story off say especially investment.,2026-05-07,16864.12,100000,16.86,2,17998.54,4,Jenkins-George,16252.27,3,Drug success growth police half admit story from during manage although themselves matter let all ok rule break.,NONE,FALSE,0.0
CLM-000794,Shawn Leon,victoria80@example.com,233.315.6964,POL-180567,auto,2024-01-14,2026-04-09,Bar if before peace customer TV.,2026-04-14,15570.1,50000,31.14,5,14782.77,0,Murphy Inc,18158.01,3,Coach company will approach note back hold everybody set human view discuss here fall tough well couple.,NONE,FALSE,0.0
